,Age,Gender,Country,Mental health issue inteferes with work,Do you work remotely?,mental health benefits by employer,Negative impacts from discussing mental health issues with employer,Comfortable discussing mental health issues with corworkers,Comfortable discussing mental health issues with direct supervisor(s),Bring up mental health issues in an interview,year,Diagonosed with a mental health condition,Mental health conditionn(s)
3017,35.0,Male,United States of America,Often,,Yes,,Maybe,I don't know,Maybe,2017,Yes,
3018,23.0,Male,United States of America,Often,,,,Maybe,No,No,2017,Yes,
3030,31.0,Male,United States of America,Not applicable to me,,No,Maybe,,,Maybe,2017,,
3031,33.0,Male,United States of America,Often,,Yes,,Yes,Yes,Maybe,2017,Yes,
3032,21.0,,United States of America,Sometimes,,No,,Yes,No,No,2017,,
3033,67.0,Female,United States of America,Sometimes,,Yes,Yes,,,Maybe,2017,,
3036,36.0,Male,United States of America,Often,,Yes,,Maybe,No,Maybe,2017,Yes,
3038,57.0,Male,United States of America,Not applicable to me,,,,Maybe,Yes,No,2017,,
3039,38.0,Female,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
3040,27.0,Female,United States of America,Sometimes,,Don't know,,Yes,No,Maybe,2017,,
3042,36.0,Male,United States of America,Often,,Yes,,Maybe,Yes,No,2017,,
3054,37.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,No,Maybe,2017,,
3056,26.0,Male,United States of America,Often,,,,Maybe,Yes,No,2017,Yes,
3057,51.0,Female,United States of America,Sometimes,,Yes,,Maybe,Yes,No,2017,,
3060,33.0,Female,United States of America,Not applicable to me,,Yes,,Yes,Yes,No,2017,,
3061,27.0,Male,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
3062,42.0,Male,United States of America,Not applicable to me,,Don't know,,No,No,No,2017,,
3072,31.0,Female,United States of America,Often,,Yes,,No,Yes,No,2017,,
3073,42.0,Male,United States of America,Not applicable to me,,Yes,NA,,,No,2017,,
3074,42.0,Male,United States of America,Sometimes,,No,,Maybe,No,No,2017,Yes,
3075,41.0,Male,United States of America,Often,,,,No,No,No,2017,Yes,
3076,35.0,Queer/Non-binary,United States of America,Often,,Don't know,,No,No,Maybe,2017,Yes,
3078,37.0,Male,United States of America,Often,,Yes,,Maybe,Yes,No,2017,Yes,
3083,30.0,Male,United States of America,Often,,No,,No,I don't know,No,2017,,
3085,41.0,Female,United States of America,Not applicable to me,,Yes,,No,No,No,2017,,
3086,41.0,Male,United States of America,Rarely,,Don't know,,No,No,No,2017,,
3087,39.0,Male,United States of America,Not applicable to me,,Don't know,,No,No,No,2017,,
3088,42.0,Male,United States of America,Often,,Yes,,Maybe,No,Maybe,2017,Yes,
3089,28.0,Female,United States of America,Sometimes,,No,,Yes,No,Maybe,2017,Yes,
3090,29.0,Male,United States of America,Often,,No,,Maybe,No,No,2017,Yes,
3092,46.0,Male,United States of America,Not applicable to me,,Don't know,,Yes,No,No,2017,,
3094,34.0,Male,United States of America,Rarely,,Yes,,Maybe,Yes,Yes,2017,,
3098,33.0,Male,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
3099,38.0,Female,United States of America,Often,,Yes,,Maybe,No,Maybe,2017,,
3100,48.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,Maybe,2017,Yes,
3102,34.0,Male,United States of America,Rarely,,Yes,,Yes,Yes,No,2017,,
3103,29.0,Female,United States of America,Often,,No,,Maybe,No,No,2017,Yes,
3106,33.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
3109,33.0,Female,United States of America,Often,,No,,No,No,No,2017,Yes,
3112,32.0,Female,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
3115,30.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
3116,34.0,Male,United States of America,Sometimes,,Don't know,,Maybe,I don't know,No,2017,,
3117,21.0,Male,United States of America,Not applicable to me,,,,Yes,I don't know,Maybe,2017,,
3119,27.0,Male,United States of America,Not applicable to me,,No,NA,,,Maybe,2017,,
3120,37.0,Male,United States of America,Not applicable to me,,Don't know,NA,,,No,2017,,
3122,28.0,Male,United States of America,Not applicable to me,,,,Yes,Yes,Maybe,2017,,
3123,41.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,Yes,Maybe,2017,,
3126,28.0,Male,United States of America,Sometimes,,Don't know,,Maybe,Yes,No,2017,Yes,
3129,45.0,Male,United States of America,Often,,Yes,,No,No,No,2017,,
3132,31.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3133,44.0,Male,United States of America,Sometimes,,No,,Maybe,No,No,2017,,
3136,23.0,Male,United States of America,Often,,Don't know,,Yes,No,No,2017,Yes,
3138,37.0,Male,United States of America,Sometimes,,,,No,No,Maybe,2017,,
3140,34.0,Male,United States of America,Sometimes,,Yes,Maybe,,,No,2017,Yes,
3141,47.0,Male,United States of America,Sometimes,,Yes,,No,Yes,No,2017,,
3142,29.0,Female,United States of America,Not applicable to me,,Don't know,,No,No,No,2017,,
3143,38.0,Male,United States of America,Not applicable to me,,,,Maybe,I don't know,No,2017,,
3145,37.0,Male,United States of America,Often,,Don't know,,Yes,No,Yes,2017,Yes,
3147,29.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3149,27.0,Female,United States of America,Often,,Yes,,Yes,I don't know,No,2017,Yes,
3150,38.0,Female,United States of America,Not applicable to me,,Don't know,,Yes,No,Maybe,2017,,
3155,32.0,Male,United States of America,Not applicable to me,,No,,Maybe,Yes,Maybe,2017,,
3156,37.0,Male,United States of America,Sometimes,,Yes,,Yes,Yes,Maybe,2017,Yes,
3158,52.0,Male,United States of America,Not applicable to me,,Yes,,Yes,Yes,Yes,2017,,
3159,36.0,Male,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3160,52.0,Male,United States of America,Often,,No,,Maybe,No,Yes,2017,Yes,
3161,49.0,Female,United States of America,Not applicable to me,,Yes,,Yes,No,No,2017,,
3162,30.0,Male,United States of America,Often,,Yes,,Maybe,I don't know,No,2017,Yes,
3164,29.0,Male,United States of America,Sometimes,,Yes,,Yes,No,No,2017,,
3165,37.0,,United States of America,Often,,Yes,,No,Yes,No,2017,Yes,
3166,29.0,Female,United States of America,Often,,Yes,,Yes,Yes,Maybe,2017,Yes,
3167,39.0,Female,United States of America,Often,,Yes,,Yes,No,Maybe,2017,Yes,
3168,30.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3169,23.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3170,29.0,Female,United States of America,Sometimes,,,,No,Yes,No,2017,,
3171,38.0,Male,United States of America,Often,,Yes,,Maybe,No,Maybe,2017,Yes,
3172,41.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3173,47.0,Male,United States of America,Not applicable to me,,Yes,,Yes,No,Maybe,2017,,
3174,56.0,Female,United States of America,Sometimes,,Yes,,No,No,No,2017,Yes,
3175,22.0,Male,United States of America,Often,,Yes,,No,No,Maybe,2017,,
3176,32.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3177,30.0,Female,United States of America,Often,,No,,Maybe,No,No,2017,Yes,
3178,31.0,Queer/Non-binary,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3179,36.0,Male,United States of America,Often,,Don't know,,Yes,I don't know,No,2017,Yes,
3180,32.0,Male,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
3181,37.0,Female,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
3182,29.0,Male,United States of America,Rarely,,No,,No,No,Maybe,2017,,
3183,31.0,Female,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3184,39.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,Yes,
3186,27.0,,United States of America,Often,,Yes,No,,,No,2017,Yes,
3188,37.0,Male,United States of America,Often,,Don't know,No,,,No,2017,Yes,
3189,33.0,Female,United States of America,Sometimes,,Yes,,Yes,Yes,No,2017,,
3191,36.0,Female,United States of America,Often,,No,,Yes,Yes,No,2017,,
3192,30.0,Female,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
3193,38.0,Male,United States of America,Often,,,,Yes,Yes,Yes,2017,Yes,
3195,26.0,Male,United States of America,Often,,Yes,,Yes,No,Yes,2017,Yes,
3197,40.0,Male,United States of America,Often,,Yes,,No,Yes,No,2017,,
3199,49.0,Male,United States of America,Rarely,,Yes,,Maybe,No,No,2017,,
3201,35.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,No,No,2017,,
3202,46.0,Male,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3203,29.0,Female,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,,
3204,22.0,Male,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3205,50.0,Female,United States of America,Sometimes,,Yes,,Yes,No,No,2017,Yes,
3206,39.0,Male,United States of America,Rarely,,Yes,,Yes,No,No,2017,,
3208,31.0,Male,United States of America,Sometimes,,Don't know,,Maybe,I don't know,Maybe,2017,,
3209,38.0,Male,United States of America,Often,,Don't know,No,,,No,2017,Yes,
3210,45.0,Male,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3211,31.0,Female,United States of America,Often,,Don't know,,Maybe,I don't know,No,2017,Yes,
3212,25.0,Female,United States of America,Not applicable to me,,No,,Maybe,No,No,2017,,
3213,28.0,Female,United States of America,Often,,Yes,,Maybe,No,Maybe,2017,Yes,
3215,54.0,Male,United States of America,Sometimes,,,,Maybe,No,No,2017,,
3216,45.0,Female,United States of America,Sometimes,,Yes,,No,Yes,No,2017,Yes,
3217,36.0,Male,United States of America,Often,,,,Yes,No,No,2017,Yes,
3218,34.0,Female,United States of America,Often,,Yes,,Maybe,Yes,Maybe,2017,Yes,
3219,28.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,Yes,No,2017,,
3220,32.0,Male,United States of America,Sometimes,,No,,Maybe,No,No,2017,,
3222,52.0,Female,United States of America,Sometimes,,Don't know,,Maybe,I don't know,No,2017,Yes,
3223,33.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,Yes,2017,,
3224,41.0,Female,United States of America,Sometimes,,No,,Yes,No,No,2017,Yes,
3225,25.0,Female,United States of America,Not applicable to me,,Don't know,,Maybe,Yes,No,2017,,
3227,36.0,Queer/Non-binary,United States of America,Not applicable to me,,Yes,,Yes,No,Maybe,2017,,
3229,23.0,Female,United States of America,Not applicable to me,,,,Maybe,Yes,No,2017,,
3231,42.0,Male,United States of America,Often,,Yes,,Maybe,Yes,Maybe,2017,,
3232,35.0,Female,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
3233,32.0,Female,United States of America,Not applicable to me,,Don't know,,Yes,No,No,2017,,
3234,23.0,Male,United States of America,Sometimes,,No,,No,I don't know,No,2017,,
3235,35.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3236,34.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3237,24.0,Female,United States of America,Sometimes,,No,,No,Yes,No,2017,,
3238,38.0,Male,United States of America,Often,,Yes,,Yes,No,Maybe,2017,Yes,
3240,23.0,Female,United States of America,Not applicable to me,,No,,Maybe,No,No,2017,,
3241,39.0,,United States of America,Sometimes,,Don't know,,Yes,I don't know,No,2017,,
3242,30.0,Male,United States of America,Often,,Yes,,No,Yes,No,2017,Yes,
3243,35.0,Female,United States of America,Not applicable to me,,Don't know,,Maybe,Yes,No,2017,,
3244,29.0,Female,United States of America,Sometimes,,Yes,,No,No,No,2017,Yes,
3245,24.0,Female,United States of America,Not applicable to me,,Don't know,,Yes,Yes,No,2017,,
3246,35.0,Male,United States of America,Not applicable to me,,Yes,,No,Yes,No,2017,,
3247,30.0,Male,United States of America,Often,,No,,Yes,No,No,2017,,
3248,28.0,Female,United States of America,Not applicable to me,,Don't know,,Yes,No,No,2017,,
3249,32.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3250,34.0,Male,United States of America,Sometimes,,Yes,,Yes,Yes,No,2017,,
3251,33.0,Male,United States of America,Sometimes,,Yes,,Yes,No,No,2017,Yes,
3252,32.0,Male,United States of America,Not applicable to me,,Yes,,Yes,Yes,Maybe,2017,,
3253,27.0,Female,United States of America,Not applicable to me,,Yes,,Yes,No,No,2017,,
3254,23.0,Female,United States of America,Sometimes,,,,No,Yes,Maybe,2017,Yes,
3256,24.0,Male,United States of America,Often,,,,Yes,Yes,Maybe,2017,Yes,
3257,34.0,Female,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3258,32.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,Yes,Maybe,2017,,
3259,41.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
3260,37.0,Male,United States of America,Often,,Don't know,,Maybe,No,No,2017,Yes,
3262,26.0,Male,United States of America,Not applicable to me,,Don't know,,Yes,No,No,2017,,
3263,24.0,Male,United States of America,Sometimes,,Yes,,Maybe,No,Maybe,2017,,
3264,44.0,Male,United States of America,Often,,,,Yes,No,Yes,2017,Yes,
3266,42.0,Male,United States of America,Not applicable to me,,Yes,NA,,,No,2017,,
3267,27.0,Queer/Non-binary,United States of America,Often,,Yes,,No,Yes,Maybe,2017,Yes,
3268,40.0,Male,United States of America,Sometimes,,Don't know,,Maybe,No,No,2017,,
3269,38.0,Queer/Non-binary,United States of America,Often,,,,Yes,Yes,Maybe,2017,Yes,
3270,34.0,Male,United States of America,Sometimes,,Yes,,Maybe,Yes,No,2017,Yes,
3271,27.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
3272,34.0,Male,United States of America,Sometimes,,Yes,,No,No,No,2017,,
3273,26.0,Male,United States of America,Not applicable to me,,,,Maybe,No,No,2017,,
3274,33.0,Female,United States of America,Often,,Yes,NA,,,No,2017,Yes,
3275,39.0,Male,United States of America,Often,,No,,Yes,No,Maybe,2017,Yes,
3277,37.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
3278,30.0,Male,United States of America,Not applicable to me,,Don't know,,No,Yes,No,2017,,
3280,29.0,Male,United States of America,Sometimes,,Yes,No,,,No,2017,Yes,
3281,51.0,Female,United States of America,Not applicable to me,,Yes,,Yes,No,Maybe,2017,,
3282,24.0,Male,United States of America,Sometimes,,No,,No,I don't know,No,2017,Yes,
3283,37.0,Male,United States of America,Sometimes,,Yes,,No,No,No,2017,Yes,
3284,46.0,Male,United States of America,Not applicable to me,,Don't know,,Yes,No,Maybe,2017,,
3286,50.0,Male,United States of America,Often,,Don't know,,No,No,No,2017,Yes,
3287,30.0,Male,United States of America,Often,,Yes,,Maybe,I don't know,Maybe,2017,Yes,
3288,27.0,Male,United States of America,Sometimes,,No,,Yes,No,Maybe,2017,,
3290,32.0,Male,United States of America,Often,,Yes,,Yes,I don't know,No,2017,Yes,
3291,34.0,Male,United States of America,Often,,Yes,,No,No,No,2017,Yes,
3292,49.0,Male,United States of America,Often,,Yes,NA,,,No,2017,,
3294,35.0,Female,United States of America,Often,,Yes,,Yes,No,No,2017,Yes,
3297,31.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,Yes,No,2017,,
3298,33.0,Male,United States of America,Often,,No,,No,No,No,2017,Yes,
3299,40.0,Female,United States of America,Sometimes,,,,No,No,No,2017,Yes,
3300,40.0,Male,United States of America,Not applicable to me,,Yes,,Yes,No,Maybe,2017,,
3301,56.0,Male,United States of America,Not applicable to me,,Yes,NA,,,No,2017,,
3302,28.0,Queer/Non-binary,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
3303,25.0,Male,United States of America,Not applicable to me,,Don't know,,No,No,No,2017,,
3304,48.0,Male,United States of America,Rarely,,Yes,,Yes,Yes,Yes,2017,Yes,
3305,43.0,Female,United States of America,Often,,Yes,,Maybe,Yes,No,2017,Yes,
3306,29.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
3307,36.0,Queer/Non-binary,United States of America,Sometimes,,Yes,,Yes,Yes,Maybe,2017,Yes,
3308,34.0,Male,United States of America,Often,,Don't know,,Maybe,No,No,2017,Yes,
3309,31.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,,
3311,49.0,Male,United States of America,Sometimes,,Don't know,,No,Yes,No,2017,,
3315,32.0,Female,United States of America,Often,,Yes,,Maybe,Yes,No,2017,Yes,
3316,36.0,Male,United States of America,Not applicable to me,,Don't know,NA,,,No,2017,,
3317,40.0,Female,United States of America,Sometimes,,Yes,,Maybe,No,No,2017,Yes,
3320,46.0,Male,United States of America,Often,,Yes,,Yes,Yes,No,2017,Yes,
3322,30.0,Male,United States of America,Sometimes,,No,,Maybe,I don't know,Yes,2017,Yes,
3323,44.0,Female,United States of America,Rarely,,Don't know,,Maybe,Yes,Maybe,2017,,
3325,38.0,Female,United States of America,Often,,No,No,,,No,2017,Yes,
3326,35.0,Male,United States of America,Often,,Don't know,,Maybe,I don't know,No,2017,Yes,
3327,45.0,Female,United States of America,Often,,Don't know,NA,,,No,2017,,
3329,30.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,Maybe,2017,,
3330,22.0,Female,United States of America,Not applicable to me,,Don't know,,Yes,No,No,2017,,
3331,33.0,Male,United States of America,Not applicable to me,,Yes,NA,,,Maybe,2017,,
3333,41.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
3334,32.0,Male,United States of America,Not applicable to me,,Don't know,,No,I don't know,Maybe,2017,,
3335,48.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
3337,30.0,Male,United States of America,Often,,Don't know,,Maybe,No,No,2017,,
3338,45.0,Female,United States of America,Often,,Yes,,Maybe,No,Maybe,2017,Yes,
3339,31.0,Female,United States of America,Often,,Yes,Maybe,,,No,2017,Yes,
3341,30.0,Male,United States of America,Often,,Don't know,,Yes,No,No,2017,Yes,
3342,32.0,Male,United States of America,Rarely,,,,Maybe,No,No,2017,Yes,
3343,37.0,Female,United States of America,Often,,Yes,,Maybe,No,No,2017,Yes,
3344,30.0,Male,United States of America,Often,,Don't know,No,,,No,2017,,
3346,30.0,Male,United States of America,Not applicable to me,,Yes,,Yes,No,No,2017,,
3348,37.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,I don't know,Maybe,2017,,
3350,50.0,Male,United States of America,Often,,Yes,,Maybe,No,No,2017,,
3351,32.0,Male,United States of America,Not applicable to me,,Yes,,No,No,No,2017,,
3352,32.0,Male,United States of America,Not applicable to me,,Don't know,,Yes,I don't know,No,2017,,
3353,23.0,Male,United States of America,Not applicable to me,,,,Maybe,No,No,2017,,
3354,40.0,Female,United States of America,Sometimes,,Yes,,Maybe,I don't know,No,2017,,
3355,36.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,No,No,2017,,
3356,24.0,Female,United States of America,Often,,No,,Yes,I don't know,No,2017,Yes,
3357,29.0,Female,United States of America,Not applicable to me,,Yes,,Maybe,No,Maybe,2017,,
3358,28.0,Male,United States of America,Not applicable to me,,Yes,,Yes,No,Maybe,2017,,
3359,51.0,Male,United States of America,Sometimes,,,,No,No,Maybe,2017,,
3360,36.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,No,No,2017,,
3361,40.0,Male,United States of America,Not applicable to me,,Yes,,Maybe,No,No,2017,,
3364,45.0,Male,United States of America,Often,,No,,No,Yes,No,2017,,
3365,39.0,Male,United States of America,Not applicable to me,,Don't know,,Maybe,I don't know,No,2017,,
3366,33.0,Male,United States of America,Often,,No,NA,,,No,2017,Yes,
3367,46.0,Male,United States of America,Often,,,,Maybe,Yes,No,2017,Yes,
3368,34.0,Male,United States of America,Sometimes,,Don't know,,Maybe,No,No,2017,,
3370,31.0,Male,United States of America,Often,,Yes,,Yes,No,Yes,2017,Yes,
